Title,Description,PostsNum
Trouble Extracting Data - no reference position with automatic extractor,"I鈥檓 not a coder and I use imacros as it helps a non-coder like me.  I鈥檓 trying to extract data from a website but I don鈥檛 see a reference position when I use the automatic extractor.  I鈥檓 entering a parcel number into the 鈥淢ap/Block/Parcel鈥?field to get the total amount due.  Specifically I鈥檓 trying to extract the 鈥淭otal Due鈥?amount in red from the table.  What am I missing?  Any help would be greatly appreciated.  

I鈥檓 using:
iMacros 2021.0
Progress Software Corporation
iMacros version 14.2.2.1
Released on 7/31/2021


Website: http://web.florenceco.org/cgi-bin/ta/tax-inq.cgi
Sample parcel numbers to use in the 鈥淢ap/Block/Parcel鈥?field:
80019 02 014
80018 06 009



My script:
VERSION BUILD=2021.0
TAB T=1
TAB CLOSEALLOTHERS
'SET !PLAYBACKDELAY 0.2
SET !TIMEOUT_STEP 1
SET !ERRORIGNORE YES
'use a data source
SET !DATASOURCE Florence21.csv
'start on the second record
SET !LOOP 2
'use the rest of the data in the data source?
SET !DATASOURCE_LINE {{!LOOP}}
URL GOTO=http://web.florenceco.org/cgi-bin/ta/tax-inq.cgi
TAG POS=1 TYPE=INPUT:TEXT ATTR=NAME:map CONTENT={{!COL1}}
TAG POS=1 TYPE=INPUT:TEXT ATTR=NAME:block CONTENT={{!COL2}}
TAG POS=1 TYPE=INPUT:TEXT ATTR=NAME:parcel CONTENT={{!COL3}}
TAG POS=1 TYPE=INPUT:SUBMIT ATTR=*
TAG POS=1 TYPE=FONT ATTR=* EXTRACT=TXT
TAG POS=1 TYPE=FONT ATTR=* EXTRACT=TXT
TAG POS=1 TYPE=FONT ATTR=TXT:""Total Due"" EXTRACT=TXT
TAG POS=1 TYPE=FONT ATTR=* EXTRACT=TXT
'save the extract to the following location
SAVEAS TYPE=EXTRACT FOLDER=C:\Users\trey_\OneDrive\Documents\iMacros\Downloads\SC\Florence FILE=Florence21Extract9-17.csv


This is what I get when I run the script:

Date: Sep 20, 2021	Date: Sep 20, 2021	Total Due	Date: Sep 20, 2021","
			5 posts
							鈥?Page 1 of 1
"
Extract Last Word,"Firefox 52.9.0 (32-bit)
iMacros 8.9.7
Win-10 (64-bit)

Hi,
    I try open the link  by EVENT mode, then extract the two positions of  last  word and combine together save it as html page in specified folder.. But it saved file name as undefined__undefined.html. 

i want to replace the ""("" and "")"" of the 1st position of extracting  last word . 
 I don't idea of these...( I am gathering code from in Data Extraction and Web Screen Scraping  Forum page  as i need )  Please guide me.
Code: Select allVERSION BUILD=8970419 RECORDER=FX
TAB T=1

'URL GOTO=https://mnregaweb2.nic.in/netnrega/FTO/fto_sign_detail.aspx?lflag=local&flg=W&page=b&state_name=%e0%ae%a4%e0%ae%ae%e0%ae%bf%e0%ae%b4%e0%af%8d%e0%ae%a8%e0%ae%be%e0%ae%9f%e0%af%81&state_code=29&district_name=%e0%ae%a4%e0%ae%bf%e0%ae%b0%e0%af%81%e0%ae%b5%e0%ae%a3%e0%af%8d%e0%ae%a3%e0%ae%be%e0%ae%ae%e0%ae%b2%e0%af%88&district_code=2906&block_name=Thellar&block_code=2906015&fin_year=2021-2022&typ=fst_sig&mode=b&source=&Digest=h6f9h6YyIpuMzlkCjaGneQ
SET !LOOP 2
EVENT TYPE=CLICK SELECTOR=""#form1>DIV:nth-of-type(3)>TABLE:nth-of-type(4)>TBODY>TR:nth-of-type({{!LOOP}})>TD:nth-of-type(2)>A"" BUTTON=0 MODIFIERS=""ctrl""

TAB T=2
SET !EXTRACT_TEST_POPUP NO

SET !EXTRACT NULL
' Extract Panchayat Name
'TAG POS=1 TYPE=TD ATTR=TXT:TN-06-015-043-043/559-A<SP>(Sathapoondi) EXTRACT=TXT
TAG POS=1 TYPE=TD ATTR=TXT:TN-06-015-* EXTRACT=TXT
SET Pt_name {{!EXTRACT}}

SET Pt_name EVAL(""var s='{{!EXTRACT}}'; var x,y,z; x=s.indexOf('('); y=s.substr(x);if(x<0){z='No Name';} else{z=y;}; z;"")

PROMPT {{Pt_name}}

SET !EXTRACT NULL
' Extract FTO No.
'TAG POS=1 TYPE=B ATTR=TXT:Fto<SP>No.<SP>:<SP>TN2906015_010421FTO_1238 EXTRACT=TXT
TAG POS=1 TYPE=B ATTR=TXT:Fto<SP>No.<SP>:<SP>TN2906015_* EXTRACT=TXT

SET Fto_no EVAL(""var s='{{!EXTRACT}}'; var x,y,z; x=s.indexOf('T'); y=s.substr(x); if(x<0){z='No FTO';} else{z=y;};z;"")
PROMPT {{Fto_no}}

SAVEAS TYPE=HTM FOLDER=E:\Pt-Fto\ FILE={{!Pt_name}}{{!Fto_no}}.htm












Thanks & Regards,
S. Tamilselvan.","
			7 posts
							鈥?Page 1 of 1
"
[SOLVED]: Variables in TAG command are not resolved,"Hello everybody,

we need to mark certain values in a checkbox list.

If I record a macro it is giving me lines like
Code: Select allTAG POS=1 TYPE=A ATTR=HREF:https://www.biconeo-aquascaping.de/mod/shop_admin/?sh_fn=article_edit&sub_fn=set_art_cat&cat_id=36&art_id=2323
TAG POS=1 TYPE=A ATTR=HREF:https://www.biconeo-aquascaping.de/mod/shop_admin/?sh_fn=article_edit&sub_fn=set_art_cat&cat_id=39&art_id=2323 
-> This example adds the categories 36 and 39 to the article 2323

We have the article Ids and the category Ids available, so I put them in a CSV file. Connecting to the CSV works, I get different values from the CSV in my script nicely. 

The problem comes with line:
Code: Select allTAG POS=1 TYPE=A ATTR=HREF:https://www.biconeo-aquascaping.de/mod/shop_admin/?sh_fn=article_edit&sub_fn=set_art_cat&cat_id={{!COL4}}&art_id={!COL5}}
This leads to the error ""Element not found"" where you can see that iMacro doesn't resolve the CSV columns to the desired values. 

I tried 
Code: Select allSET myString https://www.biconeo-aquascaping.de/mod/shop_admin/?sh_fn=article_edit&sub_fn=set_art_cat&cat_id={{!COL4}}&art_id={!COL5}}
TAG POS=1 TYPE=A ATTR=HREF:{{myString}} 
This comes to ""Error: ""-1300: ElementNotFound"" at line 28    TAG POS=1 TYPE=A ATTR=HREF:{{myString}} Could not find element"", in other words, again the variable is not resolved. 

Can anybody help?

All the best
Casi

Setup Information:
iMacros 2021.0, Personal Edition
iMacros Browser 2021.0 
Windows 10 German
...and I used the search function. If the solution is already described, just let me know and send a link please  ","
			4 posts
							鈥?Page 1 of 1
"
Re: Conditional Action upon Message on the Page,"crash wrote: 鈫慦ed Aug 25, 2021 11:05 pm
hello i need help in my new project example:
Code: Select allTAB T=1
SET !VAR2 EVAL(""Math.floor(Math.random()*5000 + 1);"")
URL GOTO=mysite.com{{!VAR2}}

I need that when a message 'no found' appears on the site it ignores it and go do next page... when the message 'no found' does not appear it searches the site if it has 'name:' and saves this line is it possible?


Yeah...!, this one approved but the Quality is still as Low as your first 2 Duplicates that I previously disapproved with:
2 Threads disapproved, User Notified, Reason(s):
- 2 Duplicates.
- Thread Title not compliant with Forum Rules.
- User didn't read the Forum Rules...

@User, I was going to approve your 1st Thread and would have asked you to read the Forum Rules to then accordingly improve its ""Quality"", but as you go ""spamming"" the Forum directly without waiting for Approval, I prefer to disapprove them both, ... to give you ""the time"" to read the Forum Rules...

+ Correct Sub-Forum to recreate your Thread would also rather be the 'Data-Extraction' Sub-Forum...


=> But you still reopened your Thread in the 'General' Sub-Forum while I asked you to reopen it in the 'Data-Extraction' Sub-Forum, ah-ah...!    
But OK, no big deal about that part, I will move your Thread myself to the correct Sub-Forum...   
(EDIT: Done, => Thread moved to the 'Data-Extraction' Sub-Forum.)

=> You still didn't read the Forum Rules, which leads to:   
- Thread Title not compliant with the Forum Rules (again!) => Not DESCRIPTIVE, sorry but ""Need help with my Project"" + ""How i resolve this?"" are 2 completely useless Thread Titles for a Tech Forum...   
- CIM...!    (Read my Sig also...   )","
			3 posts
							鈥?Page 1 of 1
"
Click on a button when the text appears,"I am new to all this fyi
I want to click a submit button if a number falls in a range else I want to click a skip button. And this is what I have come up with.
error 
Code: Select allSyntaxError: wrong format of SET command at line 4

Code: Select allVERSION BUILD=1011 RECORDER=CR
FRAME F=1
TAG POS=1 TYPE=DIV ATTR=TXT:* EXTRACT=TXT
SET !VAR2 EVAL(""var s=\""{{!EXTRACT}}\"", d = parseFloat(s); if(d > 190000000 && d < 199999999) TAG POS=3 TYPE=SPAN ATTR=CLASS:checkmark
TAG POS=1 TYPE=INPUT:RADIO ATTR=ID:quesetion-3
TAG POS=1 TYPE=BUTTON ATTR=ID:submitbutton; 
else TAG POS=1 TYPE=A ATTR=TXT:SKIP;""


Code: Select allWindows 10 64 bit
Free Version Imacros for chrome 8.9.7
Edge Version 92.0.902.78 

How can I implement this?
Any help is appreciated.","
			12 posts
							鈥?Page 1 of 1
"
how to get the last data ?,"Code: Select allBrowser Firefox 48.0
iMacros for Firefox 8.9.7
Windows 10 32-bit Operating system


i want to get data from elements
but I want to take the last elements
Code: Select allTAG POS=1 TYPE=div ATTR=class:""message-text-box"" extract=txt


TAG POS=1  is the top element
I can't count the last element

any idea ?","
			11 posts
							鈥?Page 1 of 1
"
How to Split # ?,"Good afternoon

I want to take the data in this photo



 data 


i want to take  :

#[Pre-Order] #Givenchy #Mini #Antigona #Bag #In #Crocodile #Leather #Black #BB500JB0LK #3 #weeks

my code 
Code: Select allSET result EVAL(""var s='{{!EXTRACT}}'; var x,y,z; x=s.split('#'); y=x[1].split('</'); z=y[0].trim(); z;"")


my code  only get [Pre-Order]

any idea ?
Code: Select allBrowser Firefox 48.0
iMacros for Firefox 8.9.7
Windows 10 32-bit Operating system
","
			20 posts
							
1
2
Next

"
if else match using javascript,"Hello

Sorry if my english is messy

I tried fetching data from the web and the result is dynamic
I want if the result
https://abc.co.id/blablabla-blablabla-b ... position=5

Then go to tab2

If not, then move on to the next

for
blablabla-blablabla-blablabla-blablabla-blablabla-blablabla-blablabla-blablabla-blablabla-blablabla-i.93667939.9616835634? is dynamic

and
=5 is dynamic

position is patent

i am trying to make a regex
https:\/\/abc.co.id\/+.{50,150}(=)[0-9]

don't know what's next

this is my code
Code: Select allfor ( i	= 1; i <= 60; i++){
					var scrape; 
					scrape =  ""CODE:"";
					scrape +=  ""SET !REPLAYSPEED FAST"" + ""\n"";
					scrape +=  ""SET !ERRORIGNORE YES"" + ""\n"";
					scrape +=  ""SET !TIMEOUT_STEP 0"" + ""\n"";
					scrape +=  ""SET !EXTRACT_TEST_POPUP NO"" + ""\n"";
					scrape +=  ""TAG POS=""+i+"" TYPE=A ATTR=data-sqe:\""link\"" extract=HREF"" + ""\n"";
					iimPlay(scrape);
					Url = iimGetLastExtract(1);
					
					//example extract result   >>>>>   https://abd.co.id/blablabla-blablabla-blablabla-blablabla-blablabla-blablabla-blablabla-blablabla-blablabla-blablabla-i.93667939.9616835634?position=5
					
			        if(url!=example){
			        iimSet(""i"", i)
					iimPlay(scrape);
			        }
			        else
					scrape +=  ""SET !REPLAYSPEED FAST"" + ""\n"";
					scrape +=  ""SET !ERRORIGNORE YES"" + ""\n"";
					scrape +=  ""SET !TIMEOUT_STEP 0"" + ""\n"";
					scrape +=  ""SET !EXTRACT_TEST_POPUP NO"" + ""\n"";
					scrape +=  ""tab open"" + ""\n"";
					scrape +=  ""TAB T=2"" + ""\n"";
					scrape +=  ""URL GOTO={{!extract}}"" + ""\n"";
					
					}


Code: Select allBrowser Firefox 48.0
iMacros for Firefox 8.9.7
Windows 10 32-bit Operating system
","
			6 posts
							鈥?Page 1 of 1
"
Important Progress iMacros Product Update,"Dear iMacros Customers and Users, 

We are writing to inform you that Progress will be officially discontinuing the Progress iMacros product, with a planned End-Of-Life date of November 30, 2023. 

What does this mean? 
Moving forward, Progress will continue to support the iMacros product and will only provide critical fixes as needed until the EOL date. We will honor all service agreements through the existing term, except for those contracts that go beyond the EOL date. Customers with service agreements that go beyond the EOL date will be contacted separately to discuss their options and next steps. We will continue to offer service agreement renewals that do not exceed the EOL date. 

What are your next steps? 
Please remain on the lookout for more communications from Progress in the coming months, as more information will be made readily available to assist you as you prepare your transition plans. 

If you have additional questions, please email iMacrosInquiries@progress.com 

On behalf of Progress, thank you for your continued partnership and commitment. 

Sincerely,  
The Progress iMacros Team","
			2 posts
							鈥?Page 1 of 1
"
*** Please read this before reporting problems ***,"Post last updated: May 25, 2020.

If you open a new topic (or post for the first time in some existing topic) to report an issue or ask any question, we can respond much faster if your problem description includes the following information (if applicable, not all questions fit to all problems):

1. What version of iMacros are you using?
You find the iMacros version and build information at the top of every macro that you record, for example ""VERSION BUILD=10100795"". Also specify whether you are using a freeware, trial, or licensed version, e.g. Personal Edition. Please test with the latest version.

2. What operating system are you using? (please also specify language)
Example: Windows 10, Windows 8.1, Windows 7, Windows Server 2012R2, English, German, Chinese, ...

3. Which browser(s) are you using? (include version numbers)
Example: Chrome 74.0.3729.13, Firefox 64.0.2, IE 11/10/9, ...

4. Do the included demo macros work ok? 
This test helps us to determine if the problem is a general iMacros issue or is somehow related to a specific website or configuration.

5. If reporting a problem with the iMacros scripting interface, please also test if the included VBS sample scripts run ok.
This test helps us to determine if the iMacros scripting interface installation is ok.

6. If recording or replay fails on a specific website: Can you please post the URL of the web page and/or the macro that creates the problem?
If you cannot post the macro in a public user forum or the website requires a login, can you provide a similar example of the problem on a publicly accessible website?

7. Do you encounter the same problem recording or replaying the macro in different browsers, such as the iMacros browser, Firefox, Chrome, or Internet Explorer? 
Note: If the problem is specific to Firefox or Chrome, please post in either the iMacros for Firefox or iMacros for Chrome sub-forum respectively.

8. Please include any additional information that is relevant to reproducing the issue.
This includes a detailed description of the steps you've tried as well as the specific error codes and messages, macro logs, screen shots, etc. Please upload screenshots and other relevant files directly to the forum and not to a third-party hosting service!

This information allows us to quickly re-create the issue on our test systems and solve it ASAP.

Additional tips when posting

* Please ensure that the content of your post is relevant to the topic and/or forum where you post it.
For example, if you are having a problem extracting data from a web page and are using Firefox, create your post in the Data Extraction and Web Screen Scraping forum rather than the iMacros for Firefox forum (see note #7 above). If you are unsure which forum to post to, use the General Support & Discussions forum.

* Use a topic title that succinctly describes the problem or issue.
Avoid phrases such as ""Please Help"", ""Urgent"", ""Script not working"", etc. and refrain from using all capital letters and exclamation points. Also, double-check that the spelling of the title and body of the post are correct, since this makes it more likely to be found in searches by other users. Most modern browsers automatically check spelling as you type and underline mistakes, so please correct them before submitting your post.

* Don't post the same question to more than one forum.
If you've miscategorized your original post, just click the Exclamation Icon on the right of the post's subject/title line to report it and let us know where you would like it moved or merged.

* Always provide your FCI (Full Config Info), c.f. items 1-3 above, in your original post even if you think it may not be relevant.
Some of our mods may not even respond unless this information is included. Please don't put this information in your signature, because this can change over time and makes it more confusing when reviewing older posts. Include the information directly in the body of the post instead.

* When sharing screenshots or other relevant files, please upload them directly to the forum rather than use a third-party hosting/sharing service.
Too often these services stop functioning or the files become unavailable for whatever reason. Uploading them here ensures that the full context of the post remains consistent over time.

* Take a minute to review your forum notification settings

Thank you for helping us to help you better!","
			1 post
							鈥?Page 1 of 1
"
how to make 3 columns using imacros?,"I'm trying to retrieve the data of a web table with macros
but the result is not as expected
because the result is one column


How to code to make it into 3 columns ?
this is my code
Code: Select all
for ( x = 1; x <= 10; x++){
    var Volume; 
    Volume =  ""CODE:""; 
    Volume +=  ""TAG XPATH=//tbody/tr[""+x+""] extract=txt"" + ""\n"";
    Volume += ""SAVEAS TYPE=EXTRACT FOLDER=C:\ FILE=try.csv"" + ""\n"";
    iimPlay(Volume);
    }




this is extract result J9bXf.png (9.75 KiB) Viewed 4755 times

","
			14 posts
							鈥?Page 1 of 1
"
"SOF: ""Save all HREF's inside LI's in a named UL to a '.txt' File""","""Interesting Thread on SOF, surprisingly ""'Good Quality""... First time I gave a '+1"" I think...! (Or one out of  5 max...!)
https://stackoverflow.com/q/68442789/3799241

=> Opening a Parallel Thread on our Forum, @OP from SOF hasn't reacted so far, and I never had a ""good"" Relationship with that Forum/Site, stupidly Buggy + Monopoly Game about Posting and full of big Ego's controlling the Content... OK, no Comment...!   )

I started posting an ""Answer"" on the Site, but I'm ""afraid"" it will ""disappear"" very soon, either from the User deleting their Qt once the get their Answer/Script working, or some over-zealous ""Cleaning-Bot"" or some over-zealous Mod with 10k+ Rep on the Site who won't like my ""Free Talking"", ah-ah...!
, 
How can I save all href values from list items to a text file with iMacros?

I am a newbie to imacros but have version 12.0.501.6698 installed on the PC.

I am trying to extract from the html of a page all the href values located in multiple list items. Then save those URLs into a text file.

The number of list items can be different so I cannot use a loop of a known number of iterations; I have to grab all the list items and extract the href attribute values.

Example of the format of the html code
Code: Select all<ul class=""bullet-list columns-2 columns--regular"">
<li><a href=""/search/agents/results.htm?location=ampthill"" >Estate Agents in Ampthill</a></li>
<li><a href=""/search/agents/results.htm?location=barton_le_clay"" >Estate Agents in Barton-Le-Clay</a></li>
<li><a href=""/search/agents/results.htm?location=bedford"" >Estate Agents in Bedford</a></li>
<li><a href=""/search/agents/results.htm?location=biggleswade"" >Estate Agents in Biggleswade</a></li>
<li><a href=""/search/agents/results.htm?location=bromham"" >Estate Agents in Bromham</a></li>
<li><a href=""/search/agents/results.htm?location=clapham_beds"" >Estate Agents in Clapham</a></li>
</ul>

I have looked at the code in similar articles such as - iMacros: Extract ID attribute from a ul li list

This is the code I have tried in imacros.
Code: Select allVERSION BUILD=12.0.501.6698
TAB T=1
SET !ERRORIGNORE YES
SET !EXTRACT_TEST_POPUP NO
TAB CLOSEALLOTHERS
'SET !PLAYBACKDELAY 0.00
URL GOTO=https://www.home.co.uk/search/agents/?county=beds

TAG POS=1 TYPE=UL ATTR=ID:bullet-list EXTRACT=LI
TAG POS=R{{!LOOP}} TYPE=A ATTR=ID:* EXTRACT=HREF
SAVEAS TYPE=EXTRACT FOLDER=* FILE=c:\Development\towns.txt

I get an error Box

enter image description here

I have also tried modifying all the permutations for the Values of TYPE and what to EXTRACT.

The text file that should store the URLs from the href attributes in this line:

<li><a href=""/search/agents/results.htm?location=clapham_beds"" >Estate Agents in Clapham</a></li>

just contains a line #EANF# not ""/search/agents/results.htm?location=clapham_beds""

>>>

https://i.stack.imgur.com/lb3OV.png","
			5 posts
							鈥?Page 1 of 1
"
"iMacros skips some pages while extracting webpages, what should be the solution ?","I am using Browser Firefox 48.0
iMacros for Firefox 8.9.7
Windows 10 64-bit Operating system

I am using the below code to extract data from a website
Code: Select allVERSION BUILD=8970419 RECORDER=FX
TAB T=1
SET !DATASOURCE kd.csv
SET !LOOP 1
'Increase the current position in the file with each loop 
SET !DATASOURCE_LINE {{!LOOP}}
WAIT SECONDS=3
TAG POS=1 TYPE=A ATTR=TXT:{{!COL1}}
WAIT SECONDS=3
TAG POS=1 TYPE=TABLE ATTR=TXT:* EXTRACT=TXT
 SET !CLIPBOARD {{!EXTRACT}}
WAIT SECONDS=3



imacro test.png (7.63 KiB) Viewed 3661 times



I am copying data from the website, but I am getting an error, like if the website has 160 pages then while running the code skips some pages randomly. I thought that is because of internet speed and loading issue hence I have raised the waiting seconds into 3 still its happening. I am copying the data and storing in clipboard using ditto software. When clicking the next button the webpage don't load, it simply display a loading image and loads within a second. The website is made of JavaScript. What should be the change in the code so that I can extract all the pages ?? Please help","
			7 posts
							鈥?Page 1 of 1
"
Looking for a person able to scrape Crunchbase VC information,"Hey Guys,
I am looking for a person/group of people, able to scrape Crunchbase Investor/VC Data. What exactly should the database look like? We need these fields: Company Name, Type of Investor, Url, Logo, Thesis, all past ticket sizes and rounds they participate in, Founded year, number of funds, number of investments, number of exits, number of lead investments. And info to all their companies in portfolio.

So If there is anyone who can do that, please hit me up with a questions and I will gladly go over it with you in detail (I can share the exact scraping steps with you over email later.)
Let's discuss the pricing over email as well. Reply here with your email and first name, and I will get back to you to open the discussion and clarify whether we can find a way to cooperate.

Thanks for your attention, have a great rest of the day!
Jan","
			4 posts
							鈥?Page 1 of 1
"
communicating with telegram bot,"hello
I am trying to make basic macros to communicate with a telegram bot 
I success with everything but, 
bot time to time communicate with ""are you sure"" and I should respond with ""yes or no /or/ are you a robot or not"" otherwise the process will fail
my point is, is it possible for imacros to communicate with the bot and check for a specific message and then decide to respond with a specific message?

like:

imacros writes: hello (and waits for a response): if the response back was the word ""hello"", then write.. example ""How are you""... 
if what wroten is not the word ""hello"" .. ""then respond with some word else or wait 25 seconds and try again"" etc..)

let me know if my point is clear or I should send images to help
Thanks
Code: Select allimacros app- No browser extension
OS: Windows 10 - Imacros 2021.0.0.0 trial","
			5 posts
							鈥?Page 1 of 1
"
