Title,Description,PostsNum
captcha,how may i fill captcha automatically,3
Need to copy and paste text value of CKEDITOR as source html,"I was hoping to find a way to paste the current value of CKEDITOR as the Source (html) of the CKEDITOR instance.

I've migrated thousands of records and the HTML is displaying as plain text with-in the CKEDITOR.  If I can copy the value, click the ""Source"" button, paste the value and then save - I'm golden.
Code: Select allVERSION BUILD=8920312 RECORDER=FX
TAB T=1
URL GOTO=https://na3.salesforce.com/knowledge/publishing/articleEdit.apexp?id=kA150000000097h
WAIT SECONDS=2
SET data
URL GOTO=javascript:data=CKEDITOR.instances['articleEdit:createDocumentForm:sectionRepeat:0:fieldRepeat:0:fieldName:textAreaDelegate_00N50000003iSzW'].getData();
TAG POS=1 TYPE=SPAN ATTR=ID:cke_17_label //clicks the Source button
URL GOTO=javascript:data=CKEDITOR.instances['articleEdit:createDocumentForm:sectionRepeat:0:fieldRepeat:0:fieldName:textAreaDelegate_00N50000003iSzW'].setData('###'+data);


The SET command is wrong, but the good news is that the getData and setData is working.  I can use one javascript URL but I'm not sure if there is a way to click the CKEditor ""Source"" button.

Any help or ideas are appreciated.",5
how to extract initiate data copy and paste,plz Help me,2
Replay Losing Content,"I recording the following script but when I replay it the content of the text box (e.g. 438-362-13-00) disappears as soon as the tag command that fills in the content executes.   So on replay the web site displays an error instead of searching for the requested parcel number.    Any idea what is happening and what I might be able to do to make it work?


VERSION BUILD=10.3.27.5830
TAB T=1
TAB CLOSEALLOTHERS
URL GOTO=https://arcc.sdcounty.ca.gov/Pages/Asse ... l-Tax.aspx
TAG POS=1 TYPE=SELECT FORM=NAME:aspnetForm ATTR=NAME:ctl00$m$g_d30f33ca_a5a7_4f69_bb21_cd4abc25ea12$ctl00$ddlSearch CONTENT=%1
TAG POS=1 TYPE=INPUT:TEXT FORM=NAME:aspnetForm ATTR=NAME:ctl00$m$g_d30f33ca_a5a7_4f69_bb21_cd4abc25ea12$ctl00$txtSearch CONTENT=438-362-13-00
TAG POS=1 TYPE=INPUT:SUBMIT FORM=NAME:aspnetForm ATTR=NAME:ctl00$m$g_d30f33ca_a5a7_4f69_bb21_cd4abc25ea12$ctl00$btnSearch",4
Yellow Pages macro Difficulty,"Hi I have scripted this macro in order to extract data from Yellow pages.
The idea is to generate a CSV file with the data from each individual record in any given search we do.
So far this is the code I have made.
VERSION BUILD=6021121     
TAB T=1     
TAB CLOSEALLOTHERS     
URL
GOTO=http://www.yellowpages.com/miami-fl/web ... eb+hosting

SET !EXTRACT_TEST_POPUP NO  
VERSION BUILD=6021121     
TAB T=1     
TAB CLOSEALLOTHERS     
URL
GOTO=http://www.yellowpages.com/miami-fl/web ... eb+hosting

TAG POS=1 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT TAG POS=2 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT TAG POS=3 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT TAG POS=4 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT TAG POS=5 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT TAG POS=6 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT TAG POS=7 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT TAG POS=8 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT TAG POS=9 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT TAG POS=10 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT TAG POS=11 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT TAG POS=12 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT TAG POS=13 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT TAG POS=14 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT TAG POS=17 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT TAG POS=18 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT TAG POS=20 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT TAG POS=19 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT TAG POS=1 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT TAG POS=1 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT TAG POS=1 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT TAG POS=1 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT TAG POS=1 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT TAG POS=1 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT TAG POS=1 TYPE=DIV ATTR=CLASS:info&&TXT:* EXTRACT=TXT SAVEAS TYPE=EXTRACT FOLDER=* FILE=yellowpages{{!NOW:yymmdd}}.csv
TAG POS=1 TYPE=A ATTR=TXT:Next

Now here are the problems i have with this script. 
FIrst of all the CSV file contains no formatting. There is no separation between the records making them much harder to analyze.
And the second problem is that each page in Yellowpages contains 30 records and I can only TAG 20 POS. After I get to 20 POSi get the following error Automatic POS detection failed (POS > 20). please try to specify the element further.

my questions are the following.
How can I make the macro format the CSV file so that I have one value in each line.
And is there any way aroun the 20 POS limitation.
Best Regards.",37
Extract an ID,"Hi All, 

im relatively new to imacros, but am getting there.

im starting a new product where by i would like to scrape the value below....  can anyone give me pointers how to extract the txt? what should my Tag command line consist of

id like to extract the data-product-id  so the return value i need is 1534

Code: Select all<button aria-disabled=""false"" role=""button"" class=""brand_button selected  ui-button ui-widget ui-state-default ui-corner-all ui-button-text-only"" data-product-image-url=""/#############g"" data-parent=""1"" data-product-id=""1534""><span class=""ui-button-text"">
                                    <img alt="""" class=""brand_image"" src=""#############g"">                                   
                                                    <span>£26.38</span>
                                </span></button>


OS: WINDOWS 8.1
iMacros: VERSION BUILD=8920312
Browser: Firefox 39.0



any help would be gratefully receivded",6
Dropdown menu scraping,"Hello there,

I have problem creating dropdown menu size scraping code, Could you help me please ?

http://www.matchesfashion.com/intl/prod ... oat-156738 

12 UK- sould out
14 UK
16 UK

I would like to get the data like      "" 12 UK- sould out ; 14 UK ; 16 UK    ""    in an excel cell.

Thank you all.",7
Write data keeping column headings and order from datasource,"Hi
My iMacros works like a charme only for one given datasource file, but i want to rework the imacros to work with different datasource files.
Each of my datasource files has different amount and headings of columns: the one could have
Code: Select allberlin,hamburg
url1,url2 
another one could have
Code: Select allhamburg,munich,cologne
url3,url4,url5

The first question is:
 - How can i set the column amount of the datasource file dynamically, so i'm not forced to set up an exact amount like SET !DATASOURCE_COLUMNS 1? I want just say: imacros, take all data from the first column, than from the next, and then from the last one.

Then i do some extractions from given websites (which are in datasource files) and save extractings in another csv.
The second question is:
 - How is it possible to write data, like it is in the datasource: column headings, and the extractions?",1
Extraction to String in Visual Basic???,"In Visual Basic:

ext = iim1.iimGetLastExtract()
If ext = ""What's 6x4?"" Then
A = ""24""
End If

MsgBox ext
MsgBox A


Ext reads:  Whats 6x4?[Extract]
A reads nothing, I'm expecting it to read 24

I also tried:
If ext = ""What's 6x4?[Extract]"" Then

but A still reads nothing.  Do I need to convert the extract to a String or something?",1
SOLVED: Decode URL entities on extraction,"Hi
My iMacro takes URLs from a csv file, loads them into browser one by one, searchs a HTML element with defined CSS class and, on finding, extracts the content of the HTML element as HTML source code. Then it saves the extracted code together with the URL, where the finding originates from, into created csv file.

The problem is, that if i open extraction csv file in Excel or code editor, all extracted URLs are with encoded entities, like http_s://www.google.de/search?q=[b]g%C3%83%C2%BC ... bernachten[/b] . But i need to have decoded entities in the extracted URLs. Beside of this, it seems, like the csv file, created by iMacros, wouldn't be in UTF-8: i guess so, because after i decoded extracted URLs in the csv file with a VBA script directly in Excel, some entities, like space, were correctly decoded, but entities like german characters üöä, are broken like http_s://www.google.de/search?q=gÃƒÂ¼nstig ÃƒÂ¼bernachten

I was thinking about something like
Code: Select allSET !VAR2 decodeURIComponent ({{!URLCURRENT}}) 
ADD !EXTRACT {{!VAR2}}
or
Code: Select allSET !VAR2 unescape ({{!URLCURRENT}}) 
ADD !EXTRACT {{!VAR2}}
but this with some certainty don't work.
Would somebody point me to (quick and dirty) solution? 
thanks!

SOLVED: 
Code: Select allSET !EXTRACT {{!URLCURRENT}}
SET !EXTRACT EVAL(""decodeURI('{{!EXTRACT}}');"")
SAVEAS TYPE=EXTRACT FOLDER=* FILE=+{{!NOW:ddmmyyyy}}.csv
did the trick:)

PS. the whole iMacros code with solved URL decoding is:
Code: Select allVERSION BUILD=8881205 RECORDER=FX
SET !TIMEOUT_STEP 0
SET !ERRORIGNORE YES
TAB T=1
SET !DATASOURCE urls.csv 
SET !DATASOURCE_COLUMNS 1
SET !LOOP 1
SET !DATASOURCE_LINE {{!LOOP}}
SET !VAR1 EVAL(""var randomNumber=Math.floor(Math.random()*30 + 15); randomNumber;"")
URL GOTO={{!COL1}}
TAG POS=1 TYPE=DIV ATTR=CLASS:_gT&&TXT:* EXTRACT=HTM      
ADD !EXTRACT {{!URLCURRENT}}
SET !EXTRACT EVAL(""decodeURI('{{!EXTRACT}}');"")
SAVEAS TYPE=EXTRACT FOLDER=* FILE=+{{!NOW:ddmmyyyy}}.csv
WAIT SECONDS={{!VAR1}}
SAVEAS TYPE=EXTRACT FOLDER=* FILE=+{{!NOW:ddmmyyyy}}.csv[/code]",4
ReLoop File when end is reached,"VERSION BUILD=8920312 RECORDER=FX
firefox 39.0
WIN: 8.1
------------------------------------------------
Example Code
Code: Select allVERSION BUILD=8920312 RECORDER=FX
TAB T=1
SET !DATASOURCE test.csv
SET !DATASOURCE_COLUMNS 1
SET !DATASOURCE_LINE {{!LOOP}}
PROMPT {{!COL1}}

test.csv file
Test1
Test2


i want imacros when reach (test2) reloop again from (test1)... 
but i got that error
Code: Select allRuntimeError: Invalid DATASOURCE_LINE value: 3, line 5 (Error code: -951)
",8
Push button on div,"hello, i am newsly with imacro, sorry for my bad english firstly.

I need PUSH the button of newyork on a website.

<div class=""button-key"" align=""center"" data-event=""button-key.square-position01.Newyork"">
<p>button</p>
</div>

<div class=""button-key"" align=""center"" data-event=""button-key.square-position02.London"">
<p>button</p>
</div>

I have a problem because on website there two similars buttons and the position of buttons change a long of time, but always the name NEWYORK or LONDON dont change.

How code i need? i need for test a website.!

Thanks for all.",1
how to save webpage every 1 second time,"I am start whit this
Code: Select allVERSION  BUILD=7500718 RECORDER=FX
'Simple but effective macro to saves the current page
'
!VAR1 FILE=+_NoName_Time_{{!NOW:yyyymmdd_hhnnss}}
'
'Save the page    
SAVEAS TYPE=CPL FOLDER=* FILE={{!VAR1}} 

but i this code I need to click ok I will a code automatic save my page in CPL every 1 second...
please help me",2
How to check if the current url has an expected value,"Hi,

I'm doing a recording session with DirectScreen in which, at the end I want to check that after clicking on a button a new webpage is opened by validating it's URL.
How can I do this in 1-2 lines of code?
Thanks",2
LinkedIn scraping,"Hey guys, I am new to iMacros and i need to create a script that:

1. Copy the name, the job title and location from a linkedin profile
2. Send the contact request 
3. Past the information mentioned above in single contact from in PipeDrive (CRM)

I find it very tricky and I wonder if anybody can help as its very important for my work.
Thanks in advance",3
A loop with an ahref,"Hello Everybody.

I use I macro for 3 years now, and it's first i have a matter.
I need to click an a link wich contains something.
I try to create a loop like this : 
TAG POS=1 TYPE=A ATTR=TXT:{{!COL1}} ==> Doesn't Work
I try 
TAG XPATH=""//a[contains(.,''{{!col1}}""\')]"" ==> Doesn't Work

Can I put dynamic Value in a Attr=something ?",2
leech <titles> of all given IPs/urls,"hello
i want to get all the titles of the IP:PORT i have
like if i put googleIP:port and imacros it runs the scripts open the browser (or not) and auto save the <title> Google </title> in a text file
now instead of googleIP:PORT i want ot use about a 1000 IP:port that i have and want all the titles to be saved in a text file like if i run 50 random ip:ports in imicros it runs all those 50 ips and at the end i have a text file with such format

ip1:port <title> xxx </title>
ip2:port <title> yyy </title>
ip3:port <title> zzz </title>

or any format, format doesnt matter

so can anyone tell me how to do that? maybe make me a template script..

please help me out..

really need help

Thanks",2
How to extract & save all text with similar html tags,"How can I extract all text associated with similar html tags? Because currently it enters POS=1 and only one text is saved. If you check/run the below script you will understand what I mean.

I know that by adding POS=2, POS=3 and so on I can extract the complete data, but that will become very tedious since I have too many zip codes to input & every zip code have different number of results.

Thanks in advance for your help!
Code: Select allVERSION BUILD=10022823
SET !EXTRACT_TEST_POPUP NO
TAB T=1
TAB CLOSEALLOTHERS
URL GOTO=http://www.promotionalproductswork.org/promotional-consultant-locator.aspx
TAG POS=1 TYPE=INPUT:TEXT FORM=NAME:aspnetForm ATTR=NAME:ctl00$PlaceHolderMain$locatetext CONTENT=89123
TAG POS=1 TYPE=SELECT FORM=NAME:aspnetForm ATTR=NAME:ctl00$PlaceHolderMain$locatewithin CONTENT=%100
TAG POS=1 TYPE=INPUT:SUBMIT FORM=NAME:aspnetForm ATTR=NAME:ctl00$PlaceHolderMain$locatesubmit
TAG POS=1 TYPE=SPAN ATTR=CLASS:street-address EXTRACT=TXT
TAG POS=1 TYPE=SPAN ATTR=CLASS:postal-code EXTRACT=TXT
TAG POS=1 TYPE=SPAN ATTR=CLASS:region EXTRACT=TXT
TAG POS=1 TYPE=SPAN ATTR=CLASS:locality EXTRACT=TXT
TAG POS=1 TYPE=A ATTR=CLASS:email EXTRACT=TXT
TAG POS=1 TYPE=SPAN ATTR=CLASS:tel EXTRACT=TXT
SAVEAS TYPE=EXTRACT FOLDER=* FILE=testing.CSV",6
imacros loop forward in csv to dowload file,"brand new to coding and imacros.

I'm having trouble using LOOP to move forward in a CSV file (address.csv) in iMacros. I have the following simple CSV: Column A is URL and Column B is Filename.

I would like to:

go to URL specified in Column A, Row 2 (Row 1 is header)
Download the image specified in Column B, Row 2.
Go to the next row (Row 3) download the image and continue down the list (LOOP)
Using the following code, I'm able to get the first image in row 2 but can't move forward to row 3, 4, 5 to get the rest of the files. Any advise would be greatly appreciated!

Here's the code I tried to hack together using the demos and a macro i recorded:

VERSION BUILD=10.4.28.1074
'Uses a Windows script to submit several datasets to a website, e. g. for filling an online database
TAB T=1     
TAB CLOSEALLOTHERS  
' Specify input file (if !COL variables are used, IIM automatically assume a CSV format of the input file
'CSV = Comma Separated Values in each line of the file
SET !DATASOURCE Address.csv
'Start at line 2 to skip the header in the file
SET !DATASOURCE_COLUMNS 2
SET !LOOP 2
'Increase the current position in the file with each loop 
SET !DATASOURCE_LINE {{!LOOP}}
VERSION BUILD=8340723 RECORDER=CR
URL GOTO={{!COL1}}
ONDOWNLOAD FOLDER=* FILE=+_{{!NOW:yyyymmdd_hhnnss}} WAIT=YES
TAG POS=1 TYPE=BUTTON FORM=ACTION:/download-photo/{{!COL2}} ATTR=TXT:Download<SP>hi-res<SP>photo
TAG POS=1 TYPE=A ATTR=TXT:*Back*",4
<p> content extract has #EANF#,"Hello,

I want to extract content of the one <p> tag. On the page are two P tags as follows:
Code: Select all<p class=""yellow"">Duration: 18:53</p>
<p class=""yellow"">Published: 08/01/2015</p>
I wanna extract text Published: 08/01/2015. My script: Code: Select allTAG POS=2 TYPE=p ATTR=class:yellow EXTRACT=txt
PROMPT {{!EXTRACT}} or Code: Select allTAG POS=1 TYPE=p ATTR=TXT:Published* EXTRACT=txt
PROMPT {{!EXTRACT}} either don't work - promt has #EANF#. But in processing it looks like the right <p> element has been chosen, because text is in some green border:



So do I do something wrong? It's really weird 
Thank you so much for replies!",7
Scraping a hard page,"Hi everyone, this is my first post as I just stumbled upon this package and I am trying to learn how to use it to load and scrape pages.

When loading this page in a browser all the information is displayed after a while.
https://www.precisionreloading.com/cart.php#!c=103&p=1
I am trying to scrape the product information like name, price, etc.  When I load that link into the sample program that comes with iMacros I definitely do not get the same information that is displayed in a web browser.  Can someone guide me on how this is done or if its even possible to accomplish.

I am using IE 11 or Chrome 44
Win7
VERSION BUILD=10.4.28.1074

I used this script to test.

        private void button1_Click(object sender, EventArgs e)
        {
            StringBuilder macro = new StringBuilder();
            macro.AppendLine(@""TAB T=1"");
            macro.AppendLine(@""TAB CLOSEALLOTHERS"");
            macro.AppendLine(@""URL GOTO=https://www.precisionreloading.com/cart.php#!c=103&p=1"");
            macro.AppendLine(@""SAVEAS TYPE=TXT FOLDER=* FILE=fil.txt"");

            string macroCode = ""CODE:"" + macro.ToString();
            PlayMacro(macroCode);
        }
    }






Thanks",13
Simple image capture,"Hello all or whoever reads this.
 Let me start off by saying, I know absolutely NOTHING about programming. If this makes you laugh, I'm perfectly OK with that. If iMacros isn't even considered programming, that's fine too. I'm looking for help here, not someone to just quickly say what I need to do and then expect me to do it. I won't be able to do that on my own. So please accept my apologies in advance for not knowing what i probably should know and please except my gratitude for helping me out.  Here's what I'm looking for. I need a simple way to automate the downloads on this wallpapers page.

http://www.hdwallpapers.in/

I'd preferably like to download all of them and have it save each category into it's own folder, ie. all the fantasy wallpapers in a fantasy folder, all the gaming ones in a gaming folder, and such. The main ones I've after are the gaming wallpapers though, so if that's all that can be done, then that's cool. 

Thanks for just taking the time to read this. G'nite....  ",9
Handling two drop downs,"I've been trying to scrape up data from a web page which has two drop downs, Upon submission of drop down box - a table appears which i wanna scrape.

URL I've been trying to scrape is 

https://tseamcet.nic.in [Works only on Internet Explorer]

In the home page, you will see "" College-wise allotment Details"" - click on it and it will take you to a page with two drop downs. 

[The whole site is protected from some sort of security measures, which prevents direct accessing of allotment page via URL || Only way is through HOME PAGE and then COLLEGE WISE ALLOTMENTS DETAILS]

On that page, I wanna select a college from drop down and all branches from second drop down and extract table which appears upon clicking ""Show Allotments"".

Eg: Lets say college i wanna select is ""JNTH - JNTU COLLEGE OF ENGG. HYDERABAD, HYDERABAD"" and branch is  ""COMPUTER SCIENCE AND ENGINEERING"" from two drop downs, upon clicking Show Allotments, a table appears with list of students. I wanna be able to scrape that table with two more extra columns containing COLLEGE NAME and BRANCH. Next I wanna just change branch say ""ELECTRONICS AND COMMUNICATION ENGINEERING"", i wanna again click show allotments and scrape table again. I wanna continue this process for each branch for a college. Upon mismatch of branch with college, I wanna prevent scraping. To cut long story short, I wanna

1. Input College in first drop down
2. Input all the possible branches in second drop down
    i.   Click ""Show Allotments""
    ii.  Scrape table with two more columns containing COLLEGE NAME and BRANCH
    iii. Save Extracted Data in a table
3. Upon mismatch of College Name and branch, Prevent scraping
4. Repeat the process for all the colleges in first dropdown

I've been using iMacros from a month and it has made my life a lot-lot simpler. This is the complex one, I've encountered for the first time. A little help here would be appreciated.",2
Extract ID from ATTR,"Hello

i'm trying to extract ID from ATTR

here the the code:
Code: Select allTAG POS=1 TYPE=A ATTR=DATA-HOVERCARD:/ajax/hovercard/user.php?id=050848560&extragetparams=%7B%22fref%22%3A%22grp_mmbr_list%22%7D&&DIR:ltr&&HREF:https://www.domain.com/username?fref=grp_mmbr_list


i want to extract ""050848560"" only into csv file

how i can do that?",8
