Title,Description,PostsNum
Is it Possible to Extract Data From Chart?,"Is there any way to extract data from this chart:
http://optioncreator.com/stnub32

For example, I would like to extract the P/L (=2217.9829) for Price = 57.

I am willing to try any browser and version of iMacros

p.s. I looked at the source but I couldn't find ""2217"", so I assume that iMacros will not be able to find it either..?",16
Using EVENT to extract,"VERSION BUILD=11.5.499.3066  IE 11, Windows 10

When using..
Code: Select allEVENT TYPE=CLICK SELECTOR=""#TaxHistory_Table>TBODY>TR>TD:nth-of-type(3)"" BUTTON=0
TAG POS=R1 TYPE=TD ATTR=TXT:* EXTRACT=TXT

Is there any way to use EVENT for the 2nd line instead of TAG?  Using TAG it's very slow to extract the text.  Or maybe there's another faster way?

Thanks",10
jameda - Extract data of all physicians,"Hallo

https://www.jameda.de/search/berlin/aer ... achgebiet/

How can I use iMacros 12 on Windows 8 to extract the following data from all physicians on the above website in a loop using the iMacros Browser?

I need

name
telephone number
homepage
Office hours from Monday to Sunday

To view this data, click on the ""View profile"" button for each data record from the overview page.

To load all data, click on ""Show more"" at the end of each page.
How do I know that there is a ""Show more"" button?
When are all data records saved?

Would any of you like to write an example of a loop for exactly this interset page?

The data should be saved in a csv file.

Thank you very much.",9
Extracting Data results in ugly output,"I am trying to scrape data from the website: https://reports.myreca.ca/publicsearch.aspx

The table that is generated is an ASP.NET reportviewer table. 

I am providing data source in a CSV file, and I plan on setting this to loop for the amount of records we have. 

The problem is that the saved file format is less than diserable and near impossible to work with.

My script:

VERSION BUILD=12.0.501.6698
'Uses a Windows script to submit several datasets to a website, e. g. for filling an online database
TAB T=1     
TAB CLOSEALLOTHERS  
' Specify input file (if !COL variables are used, IIM automatically assume a CSV format of the input file
'CSV = Comma Separated Values in each line of the file
SET !DATASOURCE Address.csv
'Start at line 2 to skip the header in the file
SET !LOOP 2
'Increase the current position in the file with each loop 
SET !DATASOURCE_LINE {{!LOOP}}
' Fill web form   
URL GOTO=https://reports.myreca.ca/publicsearch.aspx
TAG POS=1 TYPE=INPUT:SUBMIT ATTR=NAME:Button1
TAG POS=1 TYPE=INPUT:TEXT ATTR=NAME:TextBox2 CONTENT={{!COL1}}
WAIT SECONDS=3
TAG POS=1 TYPE=INPUT:SUBMIT ATTR=NAME:Button3

TAG POS=1 TYPE=TABLE ATTR=ID:ReportViewer1_fixedTable EXTRACT=TXT



SAVEAS TYPE=EXTRACT FOLDER=* FILE=report.csv

--
In excel the entire output is saved on one cell and is really hard to work with. Is there a way that I can set it so the export is in somewhat workable format? 



The output:

""













Legend for Sectors: Res. = Residential, Comm. = Commercial, PM. = Property Management, Rur. = Rural





Executed on: 8/14/2018 9:48:55 AM





Real Estate






Status

Licence History


First

Middle 


Last 


AKA


Brokerage


City

Class

Issue Date

Real Estate Sectors

Authorized

View

Greg

Alan

Steele

EXCELLENCE REAL ESTATE EDMONTON LTD. O/A RE/MAX EXCELLENCE

Edmonton

Associate

10/1/2017



Res. Comm. PM. Rur.

Authorized

View

Gregory

John

Steele

GREG

MOUNTAIN VIEW REAL ESTATE INC. O/A RE/MAX REAL ESTATE (MOUNTAIN VIEW)

Calgary

Associate

10/1/2017



Res. Comm. PM. Rur.""",4
Seems Like Recorder Cant See Popup?,"Using iMacros Browser v12.0.501.6698; used explorer 11 also; windows 10.

Everything seems to work fine until I try to save things.  When I click the EXPORT button I get a line of code in the code viewer.  The next thing I click, the Save does not add a line of code; the SaveAs window pops up, when I click Save there is no line of code.  What makes me think it isn't seeing these popups is I clicked ""Image Validation"" and I only see the primary window.  Also, I tried this on a totally unrelated application and had same issue.",6
EXTRACT <TD> WhitOut Class | Inside <tbody>,"Updated: I fixit error, thank for seeing post.
Hi everyone.
I have a problem, extract data from website to CSV file but in the website all data wanto get no have Class dev, all code inside <td>
I have a code in the below, please see and help me. 

Thank so much.
Code: Select all<tbody><tr>
					<td><b>Name: </b></td>
					<td>[b]ratedsegment[/b]</td>
				</tr>
				<tr>
					<td><b>Posts: </b></td>
					<td>0</td>
				</tr><tr>
				</tr><tr>
					<td><b>Position: </b></td>
					<td>Brand new</td>
				</tr>
				<tr>
					<td><b>Date Registered: </b></td>
					<td>[b]August 12, 2018, 10:56:23 AM[/b]</td>
				</tr><tr>
					<td><b>Last Active: </b></td>
					<td><b>Today</b> at 02:57:47 AM</td>
				</tr>
				<tr>
					<td colspan=""2""><hr class=""hrcolor"" width=""100%"" size=""1""></td>
				</tr><tr>
					<td><b>ICQ:</b></td>
					<td></td>
				</tr><tr>
					<td><b>AIM: </b></td>
					<td></td>
				</tr><tr>
					<td><b>MSN: </b></td>
					<td></td>
				</tr><tr>
					<td><b>YIM: </b></td>
					<td></td>
				</tr><tr>
					<td><b>Email: </b></td>
					<td>
						<i><a href=""mailto:cfeuer@chiuyu.org"">[b]cfeuer@chiuyu.org[/b]</a></i>
					</td>
				</tr><tr>
					<td><b>Website: </b></td>
					<td><a href=""""></a></td>
				</tr><tr>
					<td colspan=""2""><hr class=""hrcolor"" width=""100%"" size=""1""></td>
				</tr><tr>
					<td><b>Gender: </b></td>
					<td></td>
				</tr><tr>
					<td><b>Age:</b></td>
					<td>N/A</td>
				</tr><tr>
					<td><b>Location:</b></td>
					<td></td>
				</tr><tr>
					<td><b>Local Time:</b></td>
					<td>August 13, 2018, 02:57:47 AM</td>
				</tr><tr>
					<td colspan=""2""><hr class=""hrcolor"" width=""100%"" size=""1""></td>
				</tr>
				<tr>
					<td colspan=""2"" height=""25"">
						<table style=""table-layout: fixed;"" width=""100%"" cellspacing=""0"" cellpadding=""0"" border=""0"">
							<tbody><tr>
								<td style=""padding-bottom: 0.5ex;""><b>Signature:</b></td>
							</tr><tr>
								<td colspan=""2"" class=""smalltext"" width=""100%""><div class=""signature""></div></td>
							</tr>
						</tbody></table>
					</td>
				</tr>
			</tbody>

I want to get data i choose BOLD in the code.",3
HOW TO COPY DATA ON A WEB-PAGE AND PAST TO CSV FILE,"Hi My fellow Imacros Users,


I am running a imacros code that should enable me copy the balance of a cryptocurrency balance on https://tokenbalance.com/ and past it to csv file on my computer. I try using the extract function but  it not working, please i need your asistant. See detalis below:

Code: Select allVERSION BUILD=1003 RECORDER=CR
SET !EXTRACT_TEST_POPUP NO
URL GOTO=https://tokenbalance.com/
TAG POS=1 TYPE=INPUT:TEXT ATTR=ID:etheraddr CONTENT=0xB4D11A36d08695d13FCE93528412EEd7b24b8580
TAG POS=1 TYPE=INPUT:TEXT ATTR=ID:contractaddr CONTENT=0x177d39ac676ed1c67a2b268ad7f1e58826e5b0af
TAG POS=1 TYPE=A ATTR=ID:getbalancebtn
Wait Seconds=15
TAG POS=1 TYPE=SPAN ATTR=ID:coinbalance EXTRACT = TXT
",4
extracting data same web but different pages,"Dear all,
I am evaluating the iMacros product, in general I do find it as an useful tool and before to buy it I wanted to check how powerful tool it is and here is the point, since I am trying to scrap data from a web (made with wordpress) which has (apparently) tables in hundreds of pages which are similar but not the same. 

I am posting here an example of a command I did create in order to extract only a row which reports some data from one webpage: 

1- TAG POS=1 TYPE=DIV ATTR=VALIGN:top EXTRACT=TXT 
2- SAVEAS TYPE=EXTRACT FOLDER=* FILE=*
3- TAG POS=5 TYPE=TD ATTR=VALIGN:top EXTRACT=TXT
4- TAG POS=6 TYPE=TD ATTR=VALIGN:top EXTRACT=TXT
5- TAG POS=7 TYPE=TD ATTR=VALIGN:top EXTRACT=TXT
6- TAG POS=8 TYPE=TD ATTR=VALIGN:top EXTRACT=TXT
7- TAG POS=9 TYPE=TD ATTR=VALIGN:top EXTRACT=TXT
8- TAG POS=10 TYPE=TD ATTR=VALIGN:top EXTRACT=TXT


When I create a LOOP, the page 2 and following ones have same header (here as above at line 1) but different positions. It makes impossible to scrap hundreds of pages, because the output comes with a .csv file with an irregular structure, not possible to use for further job.

I might be wrong using the script but in your experience, is there any solution that would help me?
Hoping to have been clear in my explanation, otherwise please post me further questions, I'll be more than glad to reply you. 

p.s. I am using windows 8.1 / iMacros browser",10
EXTRACT=CHECKED wont find check box,"Hey guys, need a little help here. 

Windows 10 Pro
iMacros Browser V12.0.501.6698
iMacros BUILD=12.0.501.6698

I have a check box and I am trying to select the check box if it is not selected.  

To start out I have seen this thread https://forum.imacros.net/viewtopic.php?t=27248
and I have the main concept down I just cannot get the EXTRACT to return a YES or NO.

Here is my code using regular record:
Code: Select allVERSION BUILD=12.0.501.6698
TAB T=1
TAB CLOSEALLOTHERS
URL GOTO=https://www.b50first.com/prod/login_app.aspx
TAG POS=1 TYPE=INPUT:TEXT ATTR=NAME:tbCompany CONTENT=xx
TAG POS=1 TYPE=INPUT:TEXT ATTR=NAME:tbUser CONTENT=xx
TAG POS=1 TYPE=INPUT:PASSWORD ATTR=NAME:tbPassword CONTENT=xx
TAG POS=1 TYPE=INPUT:SUBMIT ATTR=NAME:bLogin
TAG POS=1 TYPE=SPAN ATTR=TXT:Reports
TAG POS=1 TYPE=SPAN ATTR=TXT:GL<SP>Account<SP>Balances
'New tab opened
TAB T=2
TAG POS=1 TYPE=SPAN ATTR=ID:ctl00_cph_ctl02_MainLocTree_tree_SelAll_D  'This line selects check box


here is the line when I use the expert recorder:
Code: Select allTAG POS=1 TYPE=SPAN FORM=NAME:aspnetForm ATTR=ID:ctl00_cph_ctl02_MainLocTree_tree_SelAll_D&&CLASS:dxWeb_edtCheckBoxUnchecked_1<SP>dxICheckBox_1 'Unchecked Box
TAG POS=1 TYPE=SPAN FORM=NAME:aspnetForm ATTR=ID:ctl00_cph_ctl02_MainLocTree_tree_SelAll_D&&CLASS:dxWeb_edtCheckBoxChecked_1<SP>dxICheckBox_1 'Checked Box

So I either get two returns, the one below returns that EXTRACT=CHECKED only works on check boxes:
Code: Select allTAG POS=1 TYPE=SPAN FORM=NAME:aspnetForm ATTR=ID:ctl00_cph_ctl02_MainLocTree_tree_SelAll_D EXTRACT=CHECKED

This line returned an error saying the extract value is #EANF#:
Code: Select allTAG POS=1 TYPE=HIDDEN FORM=NAME:aspnetForm ATTR=ID:ctl00_cph_ctl02_MainLocTree_tree_SelAll_D EXTRACT=CHECKED

Additionally here is the HTML from the website that selects the checkbox (I think):
Code: Select all<input type=""hidden"" name=""ctl00$cph$ctl02$MainLocTree$tree$STATE"" id=""ctl00_cph_ctl02_MainLocTree_tree_STATE"" value=""Y2dkZ2ACYQYQUChyYGdkYmT7/5+dgZ2V/Q2Q5AIKs3MzsRoZWhgbQygTCGUKpIxMLMwglDmQMjE0AMlZWpiZQShzCGUBoiwNTSGUGdBUNiY2v/yUVE8XdiaegMSi1LwSGJfNvaggPsCbmYnNJz8ZzOAASYWkVpSwg8X8korY2RkA"">

Any advise on why it isn't finding the checkbox?

Thanks!",6
Can I extract the Data?,"I am unable to extract the data from this web site...

https://portal.assessor.lacounty.gov/pa ... 4328032014

I don't know what technology they are using for the web page.  The HTML source for the page shows a single line including the text ""ngview"".   Looking up this on the internet it is a directive used by AngularJS but that could just be a coincidence and they could be doing something else.

Is there anyway to extract the data on this website with iMacros?",2
Crawling a site to make site map,"Hi,

There's an informative site that does not provide a site map and I want to make one for my own use in referring to the information it provides. I'm looking to see if I can accomplish this with iMacros. What I need to do is crawl the site and extract the text and URLs for internal links on all its pages, saving them in some sort of tree that indicates the hierarchy of the links. Also, the site does have section menus in the left margin, and I could construct a full site map by just extracting those and knitting them together.

Is it possible to do that with the FireFox add-on?

As a brute-force method, I could also do it if I can just crawl all the links to URLs within the site and download the HTML for all pages and use a text editor to manually extract link tags and then arrange those in the proper order. I could do that if I just have the ability to crawl the links and download the pages.

I looked through the iMacros Wiki page on ""Data Extraction"" and didn't see anything on how to crawl a site. I searched the Wiki for ""crawl"" and for ""site map"" and got no results. I looked through the forum on ""How-To's and Examples for Web Scraping"" and didn't see anything that seems applicable. And I did a search in this forum (Data Extraction and Web Screen Scraping) for ""crawl"" and ""site map"" and found one thread (http://forum.imacros.net/viewtopic.php?f=7&t=3291) that referred to the Wiki page on Web Scripting, which apparently requires the Enterprise edition, which I don't have, and which also does not say anything directly about crawling.

So, two bottom line questions:
* Can a site be crawled using a free version of iMacros? 
* Is there documentation somewhere specifically on how to use iMacros to crawl a site?

Thanks for your help.


The requested background info is:
1. What version of iMacros are you using? - iMacros for Firefox 8.8.2
2. What operating system are you using? - Windows 7 Pro 64-bit English
3. Which browser(s) are you using? - FireFox v 30.0",5
How to delete point in extract imacros,"Hi, I need help

How to delete point in extract from imacros ? Example : 3.045 => 3045 (How to Delete this point ?)
I've tried deleting using a script like this can not too
Code: Select all'ADD !EXTRACT {{!URLCURRENT}}
'WAIT SECONDS=5
TAG POS=1 TYPE=DIV ATTR=TXT:*
SET !TIMEOUT_STEP 0
TAG POS=2 TYPE=STRONG ATTR=CLASS:* EXTRACT=TXT
WAIT SECONDS=1
'SET !EXTRACT EVAL(""\'{{!EXTRACT}}\'.replace(/./g, \'\');"")
PROMPT {{!EXTRACT}}

SAVEAS TYPE=EXTRACT FOLDER=* FILE=ScrapeNumber.csv
WAIT SECONDS=0.5


I'm at a loss and try run script this and not working  
Code: Select all'ADD !EXTRACT {{!URLCURRENT}}
'WAIT SECONDS=5
TAG POS=1 TYPE=DIV ATTR=TXT:*
SET !TIMEOUT_STEP 0
TAG POS=2 TYPE=STRONG ATTR=CLASS:* EXTRACT=TXT
WAIT SECONDS=1
'SET !EXTRACT EVAL(""\'{{!EXTRACT}}\'.replace(/9./g, \'9\');"")
PROMPT {{!EXTRACT}}
SET !EXTRACT EVAL(""\'{{!EXTRACT}}\'.replace(/0./g, \'0\');"")
PROMPT {{!EXTRACT}}
SET !EXTRACT EVAL(""\'{{!EXTRACT}}\'.replace(/1./g, \'1\');"")
PROMPT {{!EXTRACT}}
SET !EXTRACT EVAL(""\'{{!EXTRACT}}\'.replace(/2./g, \'2\');"")
PROMPT {{!EXTRACT}}
SET !EXTRACT EVAL(""\'{{!EXTRACT}}\'.replace(/3./g, \'3\');"")
PROMPT {{!EXTRACT}}
SET !EXTRACT EVAL(""\'{{!EXTRACT}}\'.replace(/4./g, \'4\');"")
PROMPT {{!EXTRACT}}
SET !EXTRACT EVAL(""\'{{!EXTRACT}}\'.replace(/5./g, \'5\');"")
PROMPT {{!EXTRACT}}
SET !EXTRACT EVAL(""\'{{!EXTRACT}}\'.replace(/6./g, \'6\');"")
PROMPT {{!EXTRACT}}
SET !EXTRACT EVAL(""\'{{!EXTRACT}}\'.replace(/7./g, \'7\');"")
PROMPT {{!EXTRACT}}
SET !EXTRACT EVAL(""\'{{!EXTRACT}}\'.replace(/8./g, \'8\');"")
PROMPT {{!EXTRACT}}


SAVEAS TYPE=EXTRACT FOLDER=* FILE=ScrapeNumber.csv
WAIT SECONDS=0.5
",2
[SOVLED] Extract specific number from string,"Windows 10 64 bit
Firefox 48.0.2 32bit
iMacro 8.9.7

The string example is:
Code: Select all""The repayable TSL debt as at 2016-10-16 is 4372.66.""

I would like to extract the number 4372, it would be always next to the ""is"" word.
I do some google there is the code 
Code: Select all SET !EXTRACT ""The repayable TSL debt as at 2016-10-16 is 4372.66.""
    SET !VAR1 EVAL(""var x=\""{{!EXTRACT}}\""; x=x.replace(/\\D/g,\""\"");"")
    PROMPT {{!VAR1}}

But the result will be included the date as well. Can we have any solution? Thank you.",6
recording righ clicks in imacros,"Firefox : 49.0.2
plug in : imacros_for_firefox-8.9.7-fx
Os : windows 7 enterprise 
------------------------------

Hi,

Is this possible to record the right click and further options generated on right click through imacros in firefox.
am trying to copy data through this option.
so is it possible to copy the data and write its value to csv. ( i know we can extract data to csv but getting formatting issues through firefox)



 snapshot of what am trying to do 


Thank you.",4
use data extracted by imacros,"iMacros v12 enterprise edition
windows 10

Good morning, 
I extracted data from websites thanks to imacros, 
I want to work on the data I extracted, however it seems to be a encoding problem on the files I created with those extractions...
I try to find a way to create a file that extract the exact thing I want to extract, without changing the file after extraction.
Is that possible ? Because I'm writting a batch script to compare the extracted values...
Best regards,",2
extract dynamical prices,"Windows10/
iMacros v12 enterprise edition/

Good morning, 
I've been searching for so long, and I found answers on the forum, but it doesn't work for my case...I hope someone could help me.
I need to extract products transport cost on a website (such as amazon), but it depends on the number of products ordered.
When I create my macro on iMacros, I just underline the price with my mouse : TAG POS=1 TYPE=P ATTR=TXT:5,76<SP>閳?But if I run my macro again and that this price changed, it still indicate 5.76 euros.
My question : how to extract in a better way dynamic informations ? Then I want this information in a csv.
template of my extraction : 
TAG POS=1 TYPE=P ATTR=TXT:5,76<SP>閳?EXTRACT=TXT
SAVEAS TYPE=EXTRACT FOLDER=C:\Users\UTILISATEUR\Documents\iMacros FILE=TSEfraisTransport1.csv

Best regards, Romane (from France)",7
copy and paste link image imacros,"I want to copy the image path and paste it into another box with imacros. Please give me

",8
Variable reading and timeout loop,"Hi everyone! I'm just got iMacros cause I need it to create a bot for my economical simulator. In this game, you have to fight 10 times a day and work once to get paid.
If there are people who want to help, I would really appriciate it.
The theory it's simple, but I have no ideea how to write the code.

My plan is to write this bot that it can automatically fight 10 times, with a break of 10 minutes between each fight. I could do this by simply recording the macro, but there are some problems.
I can't beat someone who has more energy than me. So, I'm looking for a code that can read my victim's energy, and if the number is bigger than 5 (for example), than return and find another one who has less.
I've put here a printscreen that shows how this menu looks. The code should read vitim's energy from this menu, check if it is bigger than 5 and return to the list for searching another one with less energy. Or if it's possible to figure out from the begining the one that has less than 5% energy, why not.
I've thought that going by inspect element in chrome may help me. I located the line where energy is displayed, but I have no ideea how to write the code.

I've started building this code, but it can only do simple tasks cause I dont know how to improve it yet.
------------------------------------------------------------------------------------------------------------------------------
Code: Select allVERSION BUILD=1002 RECORDER=CR
URL GOTO=http://www.marketglory.com/account
TAG POS=2 TYPE=SPAN ATTR=TXT:Lupte<SP>Referali
TAG POS=1 TYPE=A ATTR=TXT:Ataca
TAG POS=1 TYPE=INPUT:SUBMIT FORM=ACTION:http://www.marketglory.com/account/fight/view_fight/319762 ATTR=NAME:test
WAIT SECONDS=588
TAG POS=2 TYPE=SPAN ATTR=TXT:Lupte<SP>Referali
TAG POS=1 TYPE=A ATTR=TXT:Ataca
TAG POS=1 TYPE=INPUT:SUBMIT FORM=ACTION:http://www.marketglory.com/account/fight/view_fight/319762 ATTR=NAME:test
WAIT SECONDS=587
TAG POS=2 TYPE=SPAN ATTR=TXT:Lupte<SP>Referali
TAG POS=1 TYPE=A ATTR=TXT:Ataca
TAG POS=1 TYPE=INPUT:SUBMIT FORM=ACTION:http://www.marketglory.com/account/fight/view_fight/319762 ATTR=NAME:test
WAIT SECONDS=588
TAG POS=2 TYPE=SPAN ATTR=TXT:Lupte<SP>Referali
TAG POS=1 TYPE=A ATTR=TXT:Ataca
TAG POS=1 TYPE=INPUT:SUBMIT FORM=ACTION:http://www.marketglory.com/account/fight/view_fight/319762 ATTR=NAME:test
WAIT SECONDS=589
TAG POS=2 TYPE=SPAN ATTR=TXT:Lupte<SP>Referali
TAG POS=1 TYPE=A ATTR=TXT:Ataca
TAG POS=1 TYPE=INPUT:SUBMIT FORM=ACTION:http://www.marketglory.com/account/fight/view_fight/319762 ATTR=NAME:test
WAIT SECONDS=601
TAG POS=2 TYPE=SPAN ATTR=TXT:Lupte<SP>Referali
TAG POS=1 TYPE=A ATTR=TXT:Ataca
TAG POS=1 TYPE=INPUT:SUBMIT FORM=ACTION:http://www.marketglory.com/account/fight/view_fight/319762 ATTR=NAME:test
WAIT SECONDS=603
TAG POS=2 TYPE=SPAN ATTR=TXT:Lupte<SP>Referali
TAG POS=1 TYPE=A ATTR=TXT:Ataca
TAG POS=1 TYPE=INPUT:SUBMIT FORM=ACTION:http://www.marketglory.com/account/fight/view_fight/319762 ATTR=NAME:test
WAIT SECONDS=602
TAG POS=2 TYPE=SPAN ATTR=TXT:Lupte<SP>Referali
TAG POS=1 TYPE=A ATTR=TXT:Ataca
TAG POS=1 TYPE=INPUT:SUBMIT FORM=ACTION:http://www.marketglory.com/account/fight/view_fight/319762 ATTR=NAME:test
WAIT SECONDS=603
TAG POS=2 TYPE=SPAN ATTR=TXT:Lupte<SP>Referali
TAG POS=1 TYPE=A ATTR=TXT:Ataca
TAG POS=1 TYPE=INPUT:SUBMIT FORM=ACTION:http://www.marketglory.com/account/fight/view_fight/319762 ATTR=NAME:test
WAIT SECONDS=606
TAG POS=2 TYPE=SPAN ATTR=TXT:Lupte<SP>Referali
TAG POS=1 TYPE=A ATTR=TXT:Ataca
TAG POS=1 TYPE=INPUT:SUBMIT FORM=ACTION:http://www.marketglory.com/account/fight/view_fight/319762 ATTR=NAME:test
WAIT SECONDS=605
-----------------------------------------------------------------------------------------------------------------------------------------------------------------

You can notice here that I copied the tasks because there are 10 fights to do and I want the macro to keep running. As I said, there is a timeout of 10min between fights, and I added that with a difference of couple seconds 
so I'm safe from getting banned, cause they could check that I'm doing my fights every day at the same interval. I will keep editing this timeout.
So, besides variable reading, I would also need a loop with an timeout of 10min between each task group.

I really want to learn some coding commands, as a begginer. If you guys can help me with that, I would really appriciate it.

As a summary, I need a code for reading variables who can chose the victim that has the energy under 5% and a loop one, with a timeout of 10mins between each fight, who would simplify that long code.
A tested fight, is defined by that:
Code: Select allURL GOTO=http://www.marketglory.com/account
TAG POS=2 TYPE=SPAN ATTR=TXT:Lupte<SP>Referali
TAG POS=1 TYPE=A ATTR=TXT:Ataca
TAG POS=1 TYPE=INPUT:SUBMIT FORM=ACTION:http://www.marketglory.com/account/fight/view_fight/319762 ATTR=NAME:test

Thank you all. I'm hoping for a solution.",4
Search Console Page Removal Script (multiple CCTLDs),"I am trying to find a script that will allow me to use the page removal tool for a page that is across all of our international websites.

Example: We want to remove all versions of /page-1/ from our international websites

example.com/page-1/
example.co.uk/page-1/
example.de/page-1/

Is there anybody out there who can help me with this?",2
Extract information from a web page with a map,"Hi! 

I trying extract information from the branches of the fedex website, however, only the first branch office is saved, how could I save all the results obtained?

This is the script that I have so far.

VERSION BUILD=12.0.501.6698
TAB T=1
TAB CLOSEALLOTHERS
SET !EXTRACT_TEST_POPUP NO
SET !LOOP 10
'SET !PLAYBACKDELAY 0.00
URL GOTO=https://www.fedex.com/locate/index.html?locale=es_MX
TAG POS=1 TYPE=INPUT:TEXT ATTR=ROLE:search CONTENT=Jalisco
EVENT TYPE=CLICK SELECTOR=""#geoAutoComplete>FIELDSET>INPUT:nth-of-type(2)"" BUTTON=0
TAG POS={{!LOOP}} TYPE=P ATTR=CLASS:fx-location-title EXTRACT=TXT
TAG POS={{!LOOP}} TYPE=P ATTR=CLASS:fx-location-address EXTRACT=TXT
TAG POS={{!LOOP}} TYPE=DIV ATTR=CLASS:fx-location-times<SP>fx-cf EXTRACT=TXT
TAG POS={{!LOOP}} TYPE=DIV ATTR=CLASS:fx-location-times<SP>fx-cf EXTRACT=TXT
WAIT SECONDS=1.5
TAG POS=1 TYPE=TABLE ATTR=* EXTRACT=TXT
SAVEAS TYPE=EXTRACT FOLDER=*FILE=*.csv

Regards,",4
Extract image path from table,"Specialty electrics draw eyes at July series CHICAGO -- Whether it was the free food or the products themselves, lots of the buyers in the NHMA Mid-Year Show here gravitated toward stalls with specialty kitchen electrics.

>> http://bitly.com/best-masticating-juicer
On display were an variety of appliances such as pastamakers, ice cream makers, breadmakers, cappuccino/espresso makers, juicers and waffle irons. While producers touted their goods, fresh bread, pasta, ice cream, cappuccino and espresso were prepared and served directly before the eyes -- and upset -- of attendees.
Judging from the numbers watching the food preparations take place, the interest level in the specialty market was large. And, many manufacturers agreed that the desire for specialty items is slowly increasing. However, according to some producers, only a few of the items now in the specialty niche are expected to profit from the increase in interest. In fact, most manufacturers of specialty products agreed that items such as pasta makers and ice cream manufacturers are leveling off either because of saturation in the market or because of what they predict overspecialization.

According to Lou Federico, divisional manager of kitchen products at Conair Corp., pastamakers and ice cream manufacturers are weakening. The reason, he explained, is these products need too much time and effort from consumers while delivering relatively few benefits and little convenience.
""We (Conair Corp.) have been assessing new niche categories. The market for pastamakers appears to be retrenching. Ice cream makers have also weakened. The biggest hangup in retail with ice cream manufacturers is the fact that it takes a lot of work to make something that's simpler to purchase already made."" Galileo Buzzi-Ferraris, president of Lello Appliances, distributor of Simac goods, concurred that interest in pastamakers is subsiding. He clarified that the availability of fresh pasta in many grocers' freezers has diminished the need for customers to exert the time and effort to make pasta at home.
Buzzi-Ferraris' view is that""the high-end ice cream business has been screwed-up when Donvier introduced its guide ice cream maker, which retails for just about $30."" Consequently, he said, prices for the whole marketplace were reduced. ""Now to sell huge numbers of (high end ) ice cream machines is quite hard,"" he added.

>> https://medium.com/@bestmasticatingjuic ... 01a47a8d59
In response to the Donvier unit, Simac is now offering the Gelato Pronto; a $79 manual ice cream maker. In accordance with Buzzi-Ferraris the reduced priced device is selling quite well. As for Donvier, federal sales manager Alice Shoemaker responded,""I don't believe we screwed it up,"" referring to reduced priced ice cream manufacturers. ""I think what we have done is altered the marketplace.""

Tom Fletcher, vice president of advertising at Gourmet Housewares, distributor of a line of Gaggia products, including a manual ice cream maker, also disagreed with Buzzi-Ferraris. He argued that lower priced ice cream manufacturers really extend the market. According to Fletcher,""There is a big difference between a $30 ice cream manufacturer and also a $600 unit"" He added that customers who purchase one would not be interested in the other.
One area where the two Gaggia's Fletcher and Simac's Buzzi-Ferraris did agree is the fact that cappuccino/espresso manufacturers are strong and should continue to rise tremendously. To fulfill the consumer demand for specialty coffee manufacturers, the two companies are marketing new blend cappuccino/espresso machines. ""Right now,"" said Fletcher,""cappuccino/espresso machines are in vogue, probably because customers are traveling more and therefore are exposed to various sorts of coffees. The American people as a whole is growing more sophisticated regarding the consumption of coffee and consequently they are looking for variety.""

Buzzi-Ferraris agreed. ""The cappuccino/espresso marketplace is big, and it is getting even larger. We are responding to this growing market by developing a fully automatic device that will make it even simpler to make espresso and cappuccino coffees. We'll introduce our newest cappuccino/espresso machine at the January Housewares Show (1990)."" According to Conair's Lou Federico, juicers and juice extractors are different examples of specialty items with growth potential.

>> https://www.facebook.com/Bestmasticatingjuicers.zones
""I visit two merchandise trends, first there is the juicer that squeezes out the juice of soft fruits and vegetables -- for example, oranges, grapefruits and berries. Then there's the juice extractor which pulls out juices from fruits and vegetables that don't seem juicy -- for instance, carrots, pears and apples. I think the products are being driven by the health trend, which has been around for a while and the diet craze, which frequently requires drinking considerable quantities of juices""
Presently, Conair Corp. is advertising a juicer and based on Federico, can be looking seriously at juice extractors. As with other manufacturers, Federico agreed that the secret to manufacturing specialty goods is twofold. ""Specialty electrics must provide benefits and conveniences,"" said Federico. ""If we (Conair) look at a specialty merchandise, we ask ourselves,'Can it be providing a benefit?' And'Can it be providing a benefit?' If the solution is no, we're not interested.""

He added,""We looked at breadmakers and decided it was too specialized. The final result is a small amount of bread which requires numerous hours to bake.""
On the flip side, Keizo Kawanishi, executive vice president of Zojirushi America Corp., pointed out that not all breadmakers are equally. By way of example, he said the Zojirushi breadmaker provides consumers versatility, he noted is an aspect many customers are searching for in specialty products.
""Other companies,"" explained Kawanishi,""have components that just bake bread. Our apparatus can bake cakes, bread and make jams. A great deal of people at the (Mid-Year) Show showed interest in our breadmakers. Consumers often get breadmakers for individual use, and later purchase them as presents.""",2
Possible to clean extracted text before saving it to .csv?,"Looking for a way to clean extracted text from spaces and line feeds..

Any tips and trick? Thanks!",2
